order_id,customer_id,restaurant_id,rider_id,calendar_id,weather_id,payment_id,promotion_id,order_timestamp,delivered_timestamp,order_status,delivery_minutes,delivery_fee,platform_fee,cancellation_reason
3384,1220,81,161,568,568,2,,2025-07-21 08:02:00,2025-07-21 08:57:00,Delivered,55.0,40,10,
3385,1675,99,35,195,195,3,,2024-07-13 14:57:00,2024-07-13 15:36:00,Delivered,39.0,40,10,
3386,104,28,252,316,316,4,12.0,2024-11-11 12:19:00,2024-11-11 13:19:00,Delivered,60.0,40,10,
3387,149,6,174,149,149,5,,2024-05-28 14:48:00,2024-05-28 15:35:00,Delivered,47.0,25,10,
3388,43,27,196,309,309,4,,2024-11-04 13:19:00,2024-11-04 13:47:00,Delivered,28.0,0,10,
3389,1431,76,143,716,716,4,,2025-12-16 16:56:00,,Cancelled,,40,10,Customer Cancelled
3390,583,39,148,646,646,1,5.0,2025-10-07 22:05:00,2025-10-07 22:36:00,Delivered,31.0,60,10,
3391,1017,50,192,643,643,5,6.0,2025-10-04 13:14:00,2025-10-04 13:34:00,Delivered,20.0,40,10,
3392,15,7,264,492,492,4,,2025-05-06 16:18:00,,Cancelled,,25,10,Rider Unavailable
3393,1220,73,18,623,623,2,6.0,2025-09-14 16:23:00,2025-09-14 17:11:00,Delivered,48.0,60,10,
3394,1320,90,51,152,152,2,1.0,2024-05-31 16:46:00,2024-05-31 17:44:00,Delivered,58.0,0,10,
3395,255,26,121,727,727,4,3.0,2025-12-27 09:20:00,2025-12-27 09:57:00,Delivered,37.0,40,10,
3396,178,20,213,50,50,5,,2024-02-19 16:51:00,2024-02-19 17:44:00,Delivered,53.0,40,10,
3397,461,28,62,260,260,4,,2024-09-16 21:59:00,2024-09-16 22:31:00,Delivered,32.0,60,10,
3398,1312,80,181,544,544,4,,2025-06-27 13:45:00,2025-06-27 14:21:00,Delivered,36.0,0,10,
3399,1213,84,235,92,92,5,,2024-04-01 13:31:00,2024-04-01 14:02:00,Delivered,31.0,25,10,
3400,1842,120,136,210,210,2,,2024-07-28 19:44:00,2024-07-28 20:23:00,Delivered,39.0,0,10,
3401,1190,61,29,17,17,3,,2024-01-17 14:55:00,2024-01-17 15:44:00,Delivered,49.0,0,10,
3402,1982,111,197,140,140,4,1.0,2024-05-19 13:40:00,2024-05-19 14:24:00,Delivered,44.0,25,10,
3403,742,35,228,513,513,5,5.0,2025-05-27 12:32:00,2025-05-27 13:23:00,Delivered,51.0,25,10,
3404,1799,104,218,650,650,1,,2025-10-11 14:55:00,2025-10-11 15:26:00,Delivered,31.0,25,10,
3405,1517,98,156,503,503,3,10.0,2025-05-17 19:37:00,2025-05-17 20:10:00,Delivered,33.0,40,10,
3406,505,44,86,161,161,4,11.0,2024-06-09 08:33:00,2024-06-09 09:20:00,Delivered,47.0,25,10,
3407,275,15,83,467,467,5,12.0,2025-04-11 12:52:00,2025-04-11 13:18:00,Delivered,26.0,25,10,
3408,1331,87,296,356,356,3,8.0,2024-12-21 21:55:00,2024-12-21 22:39:00,Delivered,44.0,0,10,
3409,57,12,165,300,300,3,,2024-10-26 12:25:00,2024-10-26 13:11:00,Delivered,46.0,25,10,
3410,677,48,256,625,625,4,,2025-09-16 14:45:00,2025-09-16 15:17:00,Delivered,32.0,25,10,
3411,781,48,256,671,671,2,,2025-11-01 10:25:00,2025-11-01 11:22:00,Delivered,57.0,25,10,
3412,37,4,34,155,155,5,6.0,2024-06-03 10:30:00,2024-06-03 11:22:00,Delivered,52.0,25,10,
3413,1637,100,114,531,531,4,12.0,2025-06-14 22:14:00,2025-06-14 22:38:00,Delivered,24.0,25,10,
3414,1866,103,112,640,640,1,,2025-10-01 21:01:00,2025-10-01 21:41:00,Delivered,40.0,25,10,
3415,917,55,288,508,508,5,,2025-05-22 19:55:00,,Cancelled,,40,10,Rider Unavailable
3416,1545,96,176,537,537,3,,2025-06-20 10:38:00,2025-06-20 11:23:00,Delivered,45.0,40,10,
3417,1854,116,2,620,620,2,,2025-09-11 14:46:00,2025-09-11 15:26:00,Delivered,40.0,25,10,
3418,1441,77,159,8,8,3,,2024-01-08 17:40:00,2024-01-08 18:18:00,Delivered,38.0,25,10,
3419,1786,110,286,400,400,4,,2025-02-03 21:16:00,2025-02-03 21:56:00,Delivered,40.0,25,10,
3420,1122,55,253,525,525,2,,2025-06-08 22:50:00,,Cancelled,,40,10,Customer Cancelled
3421,311,17,201,158,158,4,3.0,2024-06-06 13:58:00,2024-06-06 14:25:00,Delivered,27.0,25,10,
3422,1471,85,242,337,337,1,2.0,2024-12-02 22:52:00,2024-12-02 23:18:00,Delivered,26.0,40,10,
3423,650,32,77,23,23,2,,2024-01-23 19:49:00,2024-01-23 20:38:00,Delivered,49.0,40,10,
3424,1057,69,141,506,506,4,,2025-05-20 19:37:00,2025-05-20 20:30:00,Delivered,53.0,0,10,
3425,1970,104,284,591,591,2,,2025-08-13 19:24:00,2025-08-13 20:21:00,Delivered,57.0,25,10,
3426,1223,81,172,685,685,4,,2025-11-15 22:46:00,2025-11-15 23:12:00,Delivered,26.0,0,10,
3427,1347,79,296,357,357,5,,2024-12-22 13:53:00,2024-12-22 14:42:00,Delivered,49.0,25,10,
3428,1067,53,162,386,386,1,,2025-01-20 22:14:00,2025-01-20 23:12:00,Delivered,58.0,60,10,
3429,1854,119,198,69,69,4,6.0,2024-03-09 14:18:00,2024-03-09 14:47:00,Delivered,29.0,25,10,
3430,1780,103,239,241,241,1,,2024-08-28 07:03:00,2024-08-28 07:39:00,Delivered,36.0,40,10,
3431,13,1,95,397,397,2,,2025-01-31 08:49:00,2025-01-31 09:47:00,Delivered,58.0,25,10,
3432,1338,75,15,617,617,2,,2025-09-08 19:09:00,2025-09-08 19:46:00,Delivered,37.0,25,10,
3433,1665,100,168,51,51,2,10.0,2024-02-20 21:26:00,2024-02-20 22:08:00,Delivered,42.0,25,10,
3434,1258,85,120,553,553,3,,2025-07-06 20:13:00,2025-07-06 20:35:00,Delivered,22.0,60,10,
3435,1225,74,159,386,386,4,,2025-01-20 14:59:00,2025-01-20 15:20:00,Delivered,21.0,25,10,
3436,1736,110,234,59,59,1,10.0,2024-02-28 19:54:00,2024-02-28 20:48:00,Delivered,54.0,40,10,
3437,1089,50,3,622,622,2,,2025-09-13 17:45:00,2025-09-13 18:37:00,Delivered,52.0,25,10,
3438,13,6,95,660,660,5,,2025-10-21 12:54:00,2025-10-21 13:21:00,Delivered,27.0,25,10,
3439,897,49,131,347,347,2,1.0,2024-12-12 22:31:00,2024-12-12 23:22:00,Delivered,51.0,25,10,
3440,496,16,252,292,292,4,,2024-10-18 22:43:00,2024-10-18 23:33:00,Delivered,50.0,0,10,
3441,1343,79,276,683,683,2,12.0,2025-11-13 13:30:00,2025-11-13 14:25:00,Delivered,55.0,25,10,
3442,1744,118,212,36,36,5,5.0,2024-02-05 14:15:00,,Cancelled,,25,10,Customer Cancelled
3443,23,12,165,474,474,2,,2025-04-18 13:12:00,2025-04-18 13:55:00,Delivered,43.0,25,10,
3444,1646,100,281,44,44,1,,2024-02-13 12:41:00,2024-02-13 13:30:00,Delivered,49.0,0,10,
3445,1646,100,249,286,286,2,,2024-10-12 22:26:00,2024-10-12 22:48:00,Delivered,22.0,60,10,
3446,1944,103,239,687,687,1,11.0,2025-11-17 16:47:00,2025-11-17 17:46:00,Delivered,59.0,40,10,
3447,631,36,227,581,581,5,7.0,2025-08-03 19:22:00,2025-08-03 19:48:00,Delivered,26.0,0,10,
3448,722,45,77,12,12,5,,2024-01-12 08:29:00,2024-01-12 09:24:00,Delivered,55.0,40,10,
3449,969,55,72,451,451,1,11.0,2025-03-26 21:40:00,2025-03-26 22:39:00,Delivered,59.0,40,10,
3450,1960,105,68,158,158,5,5.0,2024-06-06 19:10:00,2024-06-06 20:04:00,Delivered,54.0,0,10,
3451,1690,95,101,244,244,1,,2024-08-31 14:01:00,2024-08-31 14:55:00,Delivered,54.0,0,10,
3452,1582,102,263,52,52,4,,2024-02-21 21:04:00,2024-02-21 21:58:00,Delivered,54.0,25,10,
3453,1897,107,28,724,724,1,,2025-12-24 12:40:00,2025-12-24 13:39:00,Delivered,59.0,25,10,
3454,1325,76,138,456,456,1,,2025-03-31 09:08:00,2025-03-31 09:41:00,Delivered,33.0,25,10,
3455,1201,87,274,54,54,4,6.0,2024-02-23 19:40:00,2024-02-23 20:34:00,Delivered,54.0,60,10,
3456,1246,90,109,513,513,4,5.0,2025-05-27 21:15:00,2025-05-27 22:01:00,Delivered,46.0,0,10,
3457,1018,69,202,722,722,1,,2025-12-22 17:15:00,2025-12-22 18:15:00,Delivered,60.0,40,10,
3458,1054,57,210,376,376,5,,2025-01-10 21:15:00,2025-01-10 22:01:00,Delivered,46.0,25,10,
3459,433,7,4,251,251,5,7.0,2024-09-07 19:55:00,2024-09-07 20:21:00,Delivered,26.0,0,10,
3460,880,64,32,43,43,3,,2024-02-12 14:18:00,2024-02-12 14:48:00,Delivered,30.0,0,10,
3461,274,9,282,544,544,3,,2025-06-27 12:43:00,,Cancelled,,0,10,Restaurant Closed
3462,463,30,170,285,285,1,8.0,2024-10-11 21:43:00,2024-10-11 22:27:00,Delivered,44.0,40,10,
3463,399,6,220,375,375,1,,2025-01-09 21:01:00,2025-01-09 21:36:00,Delivered,35.0,0,10,
3464,763,48,300,509,509,4,,2025-05-23 12:54:00,2025-05-23 13:43:00,Delivered,49.0,60,10,
3465,321,18,93,197,197,2,,2024-07-15 12:19:00,2024-07-15 13:05:00,Delivered,46.0,60,10,
3466,1923,118,80,79,79,4,,2024-03-19 21:44:00,2024-03-19 22:08:00,Delivered,24.0,25,10,
3467,1038,57,177,69,69,5,7.0,2024-03-09 19:15:00,2024-03-09 20:02:00,Delivered,47.0,25,10,
3468,1234,85,120,613,613,1,,2025-09-04 22:45:00,2025-09-04 23:39:00,Delivered,54.0,25,10,
3469,1844,115,198,233,233,5,,2024-08-20 21:03:00,2024-08-20 21:25:00,Delivered,22.0,60,10,
3470,759,33,77,115,115,3,5.0,2024-04-24 19:17:00,2024-04-24 19:54:00,Delivered,37.0,40,10,
3471,1157,49,180,167,167,1,,2024-06-15 09:32:00,2024-06-15 09:57:00,Delivered,25.0,40,10,
3472,1745,112,197,4,4,3,1.0,2024-01-04 19:50:00,2024-01-04 20:14:00,Delivered,24.0,60,10,
3473,1174,66,293,648,648,4,,2025-10-09 20:44:00,2025-10-09 21:19:00,Delivered,35.0,60,10,
3474,1453,75,97,42,42,1,,2024-02-11 12:41:00,2024-02-11 13:01:00,Delivered,20.0,40,10,
3475,433,7,163,339,339,4,,2024-12-04 12:23:00,2024-12-04 12:54:00,Delivered,31.0,40,10,
3476,625,39,88,5,5,3,7.0,2024-01-05 12:12:00,2024-01-05 12:40:00,Delivered,28.0,40,10,
3477,353,12,103,44,44,2,,2024-02-13 14:50:00,2024-02-13 15:28:00,Delivered,38.0,40,10,
3478,404,3,217,699,699,3,12.0,2025-11-29 13:03:00,2025-11-29 13:37:00,Delivered,34.0,0,10,
3479,322,9,282,26,26,1,7.0,2024-01-26 20:09:00,2024-01-26 20:30:00,Delivered,21.0,60,10,
3480,247,30,170,456,456,2,,2025-03-31 19:23:00,2025-03-31 20:12:00,Delivered,49.0,25,10,
3481,1176,70,243,426,426,5,,2025-03-01 22:09:00,2025-03-01 23:05:00,Delivered,56.0,25,10,
3482,1755,114,207,706,706,2,,2025-12-06 14:05:00,2025-12-06 14:52:00,Delivered,47.0,60,10,
3483,966,64,20,388,388,4,,2025-01-22 22:03:00,2025-01-22 22:56:00,Delivered,53.0,40,10,
3484,686,40,150,467,467,5,,2025-04-11 13:44:00,2025-04-11 14:28:00,Delivered,44.0,25,10,
3485,1238,74,7,210,210,1,10.0,2024-07-28 13:07:00,2024-07-28 13:30:00,Delivered,23.0,60,10,
3486,1537,99,16,356,356,3,,2024-12-21 20:26:00,2024-12-21 21:15:00,Delivered,49.0,25,10,
3487,1698,101,47,372,372,2,,2025-01-06 14:01:00,2025-01-06 14:43:00,Delivered,42.0,25,10,
3488,1309,85,204,160,160,3,4.0,2024-06-08 08:50:00,2024-06-08 09:48:00,Delivered,58.0,40,10,
3489,1439,84,181,330,330,1,,2024-11-25 13:09:00,2024-11-25 13:49:00,Delivered,40.0,40,10,
3490,127,25,217,401,401,1,,2025-02-04 14:51:00,2025-02-04 15:15:00,Delivered,24.0,25,10,
3491,682,35,160,243,243,3,,2024-08-30 08:21:00,2024-08-30 09:11:00,Delivered,50.0,40,10,
3492,1408,76,143,268,268,3,3.0,2024-09-24 22:20:00,2024-09-24 23:05:00,Delivered,45.0,25,10,
3493,896,67,20,301,301,2,,2024-10-27 22:28:00,2024-10-27 23:01:00,Delivered,33.0,25,10,
3494,1656,102,156,164,164,1,,2024-06-12 19:29:00,2024-06-12 19:50:00,Delivered,21.0,25,10,
3495,1037,55,288,376,376,3,,2025-01-10 13:36:00,2025-01-10 14:14:00,Delivered,38.0,0,10,
3496,600,48,25,163,163,5,,2024-06-11 22:02:00,2024-06-11 22:47:00,Delivered,45.0,25,10,
3497,1205,83,143,666,666,2,,2025-10-27 13:16:00,2025-10-27 13:41:00,Delivered,25.0,40,10,
3498,609,32,78,574,574,1,,2025-07-27 14:32:00,2025-07-27 14:58:00,Delivered,26.0,25,10,
3499,82,12,199,414,414,4,,2025-02-17 10:41:00,2025-02-17 11:34:00,Delivered,53.0,25,10,
3500,1196,62,52,500,500,3,,2025-05-14 20:49:00,2025-05-14 21:32:00,Delivered,43.0,25,10,
3501,1865,113,2,589,589,5,,2025-08-11 10:23:00,,Cancelled,,0,10,Customer Cancelled
3502,433,7,264,327,327,1,,2024-11-22 21:08:00,2024-11-22 21:29:00,Delivered,21.0,25,10,
3503,1911,114,167,283,283,3,,2024-10-09 13:17:00,2024-10-09 13:37:00,Delivered,20.0,60,10,
3504,113,8,237,294,294,1,3.0,2024-10-20 19:56:00,2024-10-20 20:46:00,Delivered,50.0,60,10,
3505,394,30,271,60,60,5,,2024-02-29 13:05:00,2024-02-29 14:03:00,Delivered,58.0,40,10,
3506,1634,92,106,538,538,1,10.0,2025-06-21 17:10:00,2025-06-21 17:49:00,Delivered,39.0,40,10,
3507,195,4,83,497,497,4,,2025-05-11 12:59:00,2025-05-11 13:24:00,Delivered,25.0,25,10,
3508,1006,52,147,165,165,4,,2024-06-13 21:12:00,2024-06-13 22:11:00,Delivered,59.0,0,10,
3509,1957,118,80,226,226,1,,2024-08-13 19:02:00,2024-08-13 19:44:00,Delivered,42.0,40,10,
3510,230,7,236,659,659,1,,2025-10-20 22:15:00,,Cancelled,,0,10,Payment Failed
3511,1395,82,138,570,570,5,,2025-07-23 21:40:00,2025-07-23 22:34:00,Delivered,54.0,40,10,
3512,437,16,121,48,48,2,,2024-02-17 19:01:00,2024-02-17 19:52:00,Delivered,51.0,25,10,
3513,1139,59,202,333,333,2,,2024-11-28 19:33:00,2024-11-28 20:05:00,Delivered,32.0,60,10,
3514,1964,103,215,215,215,2,5.0,2024-08-02 21:08:00,2024-08-02 22:02:00,Delivered,54.0,25,10,
3515,1098,50,192,364,364,5,,2024-12-29 14:59:00,,Cancelled,,25,10,Rider Unavailable
3516,1861,106,167,41,41,1,,2024-02-10 14:37:00,,Cancelled,,25,10,Restaurant Closed
3517,110,29,79,468,468,5,,2025-04-12 22:37:00,2025-04-12 23:13:00,Delivered,36.0,0,10,
3518,612,35,150,647,647,3,,2025-10-08 22:02:00,2025-10-08 23:02:00,Delivered,60.0,40,10,
3519,23,12,199,602,602,3,,2025-08-24 21:26:00,2025-08-24 22:08:00,Delivered,42.0,40,10,
3520,1396,86,139,442,442,1,,2025-03-17 19:26:00,2025-03-17 20:00:00,Delivered,34.0,25,10,
3521,606,43,189,9,9,3,7.0,2024-01-09 21:18:00,2024-01-09 21:38:00,Delivered,20.0,40,10,
3522,948,56,210,283,283,1,6.0,2024-10-09 19:58:00,2024-10-09 20:25:00,Delivered,27.0,60,10,
3523,549,41,38,237,237,1,,2024-08-24 12:14:00,2024-08-24 13:11:00,Delivered,57.0,0,10,
3524,843,71,177,498,498,1,10.0,2025-05-12 13:35:00,2025-05-12 14:00:00,Delivered,25.0,25,10,
3525,233,29,158,668,668,4,,2025-10-29 20:38:00,2025-10-29 21:38:00,Delivered,60.0,40,10,
3526,1113,64,32,494,494,2,,2025-05-08 19:34:00,2025-05-08 20:13:00,Delivered,39.0,0,10,
3527,1523,99,248,24,24,5,6.0,2024-01-24 14:18:00,2024-01-24 14:46:00,Delivered,28.0,25,10,
3528,1932,112,267,327,327,1,,2024-11-22 07:08:00,2024-11-22 07:42:00,Delivered,34.0,60,10,
3529,1685,100,281,724,724,2,,2025-12-24 17:56:00,2025-12-24 18:35:00,Delivered,39.0,60,10,
3530,251,6,26,650,650,5,,2025-10-11 20:20:00,2025-10-11 20:54:00,Delivered,34.0,25,10,
3531,1925,106,76,57,57,2,,2024-02-26 17:56:00,2024-02-26 18:30:00,Delivered,34.0,0,10,
3532,836,63,277,517,517,3,,2025-05-31 12:11:00,2025-05-31 13:11:00,Delivered,60.0,25,10,
3533,184,18,46,564,564,4,,2025-07-17 16:41:00,2025-07-17 17:36:00,Delivered,55.0,25,10,
3534,286,3,217,651,651,1,,2025-10-12 12:09:00,2025-10-12 12:59:00,Delivered,50.0,0,10,
3535,1,27,236,181,181,2,,2024-06-29 22:29:00,2024-06-29 23:19:00,Delivered,50.0,25,10,
3536,1246,75,15,345,345,4,,2024-12-10 20:25:00,2024-12-10 20:59:00,Delivered,34.0,25,10,
3537,1022,67,133,260,260,5,,2024-09-16 14:04:00,2024-09-16 14:37:00,Delivered,33.0,60,10,
3538,214,6,26,370,370,2,,2025-01-04 22:45:00,2025-01-04 23:40:00,Delivered,55.0,0,10,
3539,33,12,178,33,33,5,,2024-02-02 14:43:00,2024-02-02 15:04:00,Delivered,21.0,25,10,
3540,1165,64,124,526,526,4,3.0,2025-06-09 16:02:00,2025-06-09 16:45:00,Delivered,43.0,40,10,
3541,1929,113,198,602,602,2,,2025-08-24 12:23:00,2025-08-24 13:12:00,Delivered,49.0,25,10,
3542,1786,110,186,694,694,3,9.0,2025-11-24 19:00:00,2025-11-24 19:55:00,Delivered,55.0,0,10,
3543,415,2,217,570,570,3,,2025-07-23 13:01:00,2025-07-23 13:27:00,Delivered,26.0,40,10,
3544,1917,118,233,300,300,4,,2024-10-26 19:50:00,2024-10-26 20:41:00,Delivered,51.0,40,10,
3545,524,47,291,108,108,5,2.0,2024-04-17 13:01:00,2024-04-17 13:58:00,Delivered,57.0,25,10,
3546,1643,95,48,184,184,5,4.0,2024-07-02 21:02:00,2024-07-02 21:37:00,Delivered,35.0,0,10,
3547,1329,84,129,198,198,4,,2024-07-16 12:52:00,2024-07-16 13:27:00,Delivered,35.0,0,10,
3548,1047,62,52,292,292,4,2.0,2024-10-18 16:52:00,2024-10-18 17:13:00,Delivered,21.0,40,10,
3549,1122,55,288,404,404,3,,2025-02-07 13:52:00,2025-02-07 14:29:00,Delivered,37.0,40,10,
3550,1069,59,202,18,18,5,,2024-01-18 17:23:00,,Cancelled,,25,10,Restaurant Closed
3551,1195,54,202,325,325,5,3.0,2024-11-20 20:24:00,2024-11-20 20:59:00,Delivered,35.0,25,10,
3552,1911,114,207,274,274,5,,2024-09-30 16:40:00,2024-09-30 17:05:00,Delivered,25.0,25,10,
3553,324,15,31,291,291,5,,2024-10-17 20:52:00,2024-10-17 21:50:00,Delivered,58.0,40,10,
3554,1711,120,241,722,722,3,7.0,2025-12-22 14:40:00,2025-12-22 15:03:00,Delivered,23.0,0,10,
3555,1523,99,13,231,231,3,,2024-08-18 14:42:00,2024-08-18 15:42:00,Delivered,60.0,25,10,
3556,1898,106,130,587,587,5,4.0,2025-08-09 21:49:00,2025-08-09 22:21:00,Delivered,32.0,25,10,
3557,1937,118,212,623,623,1,8.0,2025-09-14 10:33:00,2025-09-14 11:02:00,Delivered,29.0,25,10,
3558,1132,65,162,723,723,2,6.0,2025-12-23 19:23:00,2025-12-23 20:09:00,Delivered,46.0,40,10,
3559,1764,120,241,191,191,2,7.0,2024-07-09 08:08:00,2024-07-09 09:00:00,Delivered,52.0,25,10,
3560,1406,73,172,207,207,5,,2024-07-25 21:45:00,2024-07-25 22:15:00,Delivered,30.0,40,10,
3561,1689,100,281,275,275,4,8.0,2024-10-01 13:53:00,2024-10-01 14:30:00,Delivered,37.0,40,10,
3562,1846,105,186,243,243,1,12.0,2024-08-30 22:54:00,2024-08-30 23:34:00,Delivered,40.0,25,10,
3563,519,43,300,3,3,4,,2024-01-03 14:11:00,2024-01-03 14:59:00,Delivered,48.0,25,10,
3564,450,9,83,450,450,5,,2025-03-25 13:02:00,2025-03-25 13:40:00,Delivered,38.0,60,10,
3565,438,12,260,528,528,4,9.0,2025-06-11 21:34:00,2025-06-11 22:10:00,Delivered,36.0,0,10,
3566,1315,85,1,103,103,1,,2024-04-12 14:55:00,2024-04-12 15:54:00,Delivered,59.0,25,10,
3567,167,2,14,386,386,4,4.0,2025-01-20 13:56:00,2025-01-20 14:18:00,Delivered,22.0,40,10,
3568,859,64,81,509,509,1,,2025-05-23 10:32:00,2025-05-23 11:01:00,Delivered,29.0,25,10,
3569,1235,73,161,680,680,3,2.0,2025-11-10 14:09:00,2025-11-10 15:00:00,Delivered,51.0,40,10,
3570,1715,110,286,100,100,4,,2024-04-09 14:24:00,2024-04-09 15:05:00,Delivered,41.0,40,10,
3571,1708,119,299,255,255,3,,2024-09-11 12:27:00,2024-09-11 12:56:00,Delivered,29.0,25,10,
3572,76,27,4,253,253,1,8.0,2024-09-09 21:45:00,2024-09-09 22:45:00,Delivered,60.0,40,10,
3573,143,22,250,482,482,2,3.0,2025-04-26 21:25:00,2025-04-26 21:51:00,Delivered,26.0,25,10,
3574,49,23,4,302,302,2,,2024-10-28 14:04:00,2024-10-28 14:59:00,Delivered,55.0,0,10,
3575,860,50,287,629,629,1,,2025-09-20 21:09:00,2025-09-20 21:33:00,Delivered,24.0,25,10,
3576,881,69,36,451,451,3,,2025-03-26 20:20:00,2025-03-26 20:57:00,Delivered,37.0,25,10,
3577,619,42,214,568,568,4,,2025-07-21 20:51:00,2025-07-21 21:27:00,Delivered,36.0,40,10,
3578,123,12,66,365,365,2,,2024-12-30 12:15:00,2024-12-30 12:46:00,Delivered,31.0,40,10,
3579,1605,99,35,354,354,3,10.0,2024-12-19 17:20:00,2024-12-19 17:57:00,Delivered,37.0,0,10,
3580,61,8,244,718,718,1,,2025-12-18 14:46:00,2025-12-18 15:45:00,Delivered,59.0,25,10,
3581,332,16,69,716,716,3,,2025-12-16 12:04:00,2025-12-16 12:59:00,Delivered,55.0,25,10,
3582,894,50,82,174,174,5,5.0,2024-06-22 20:50:00,2024-06-22 21:13:00,Delivered,23.0,0,10,
3583,1167,55,111,237,237,5,,2024-08-24 12:24:00,2024-08-24 12:44:00,Delivered,20.0,40,10,
3584,1245,85,204,57,57,2,,2024-02-26 07:21:00,2024-02-26 07:45:00,Delivered,24.0,0,10,
3585,138,9,60,572,572,4,,2025-07-25 14:17:00,2025-07-25 14:45:00,Delivered,28.0,25,10,
3586,1655,101,50,182,182,4,,2024-06-30 20:17:00,2024-06-30 20:56:00,Delivered,39.0,40,10,
3587,1464,79,247,393,393,2,,2025-01-27 19:03:00,2025-01-27 19:58:00,Delivered,55.0,40,10,
3588,1272,80,159,145,145,5,3.0,2024-05-24 19:18:00,2024-05-24 19:43:00,Delivered,25.0,40,10,
3589,1091,58,283,386,386,2,12.0,2025-01-20 12:18:00,2025-01-20 12:46:00,Delivered,28.0,60,10,
3590,1744,118,179,508,508,5,,2025-05-22 22:26:00,2025-05-22 22:54:00,Delivered,28.0,40,10,
3591,1068,52,253,327,327,1,,2024-11-22 21:37:00,2024-11-22 22:00:00,Delivered,23.0,25,10,
3592,1258,85,194,486,486,3,2.0,2025-04-30 20:16:00,2025-04-30 21:14:00,Delivered,58.0,40,10,
3593,376,19,272,106,106,3,,2024-04-15 13:00:00,2024-04-15 13:57:00,Delivered,57.0,25,10,
3594,429,5,237,477,477,2,,2025-04-21 12:32:00,2025-04-21 12:56:00,Delivered,24.0,0,10,
3595,76,7,264,501,501,1,6.0,2025-05-15 12:51:00,2025-05-15 13:17:00,Delivered,26.0,60,10,
3596,1668,91,195,214,214,4,,2024-08-01 17:53:00,2024-08-01 18:36:00,Delivered,43.0,40,10,
3597,1488,89,181,73,73,1,,2024-03-13 20:50:00,,Cancelled,,25,10,Payment Failed
3598,1001,54,221,509,509,1,4.0,2025-05-23 22:43:00,2025-05-23 23:29:00,Delivered,46.0,25,10,
3599,1619,99,245,317,317,3,,2024-11-12 12:50:00,2024-11-12 13:39:00,Delivered,49.0,25,10,
3600,729,41,41,484,484,1,,2025-04-28 22:10:00,2025-04-28 22:56:00,Delivered,46.0,40,10,
3601,191,1,95,625,625,2,,2025-09-16 21:55:00,,Cancelled,,25,10,Payment Failed
3602,1553,101,61,252,252,4,1.0,2024-09-08 22:14:00,2024-09-08 23:02:00,Delivered,48.0,40,10,
3603,1502,100,249,516,516,2,,2025-05-30 12:50:00,2025-05-30 13:12:00,Delivered,22.0,25,10,
3604,658,41,110,145,145,5,,2024-05-24 22:09:00,2024-05-24 22:37:00,Delivered,28.0,0,10,
3605,1664,99,200,170,170,1,,2024-06-18 21:05:00,2024-06-18 21:30:00,Delivered,25.0,40,10,
3606,1110,72,117,381,381,4,,2025-01-15 19:52:00,2025-01-15 20:22:00,Delivered,30.0,0,10,
3607,632,39,54,276,276,4,10.0,2024-10-02 19:04:00,2024-10-02 19:35:00,Delivered,31.0,40,10,
3608,1121,60,268,411,411,4,,2025-02-14 14:10:00,,Cancelled,,0,10,Rider Unavailable
3609,757,42,148,307,307,1,,2024-11-02 20:53:00,2024-11-02 21:23:00,Delivered,30.0,40,10,
3610,412,2,244,223,223,1,,2024-08-10 13:42:00,2024-08-10 14:17:00,Delivered,35.0,60,10,
3611,1380,80,235,352,352,1,7.0,2024-12-17 19:25:00,2024-12-17 19:45:00,Delivered,20.0,40,10,
3612,1157,57,268,704,704,1,,2025-12-04 12:41:00,2025-12-04 13:14:00,Delivered,33.0,25,10,
3613,1774,110,234,646,646,1,9.0,2025-10-07 22:07:00,2025-10-07 22:29:00,Delivered,22.0,40,10,
3614,1224,83,188,200,200,4,,2024-07-18 12:05:00,2024-07-18 12:25:00,Delivered,20.0,0,10,
3615,1651,100,281,670,670,5,,2025-10-31 12:19:00,2025-10-31 13:12:00,Delivered,53.0,60,10,
3616,1310,76,122,453,453,2,,2025-03-28 22:31:00,2025-03-28 22:53:00,Delivered,22.0,0,10,
3617,1752,110,186,695,695,2,,2025-11-25 12:14:00,2025-11-25 12:40:00,Delivered,26.0,40,10,
3618,1234,85,242,18,18,4,,2024-01-18 14:04:00,,Cancelled,,25,10,Rider Unavailable
3619,992,65,283,679,679,3,,2025-11-09 22:19:00,2025-11-09 23:00:00,Delivered,41.0,40,10,
3620,110,18,46,160,160,3,,2024-06-08 14:09:00,2024-06-08 14:29:00,Delivered,20.0,25,10,
3621,299,28,62,626,626,5,,2025-09-17 16:00:00,2025-09-17 16:24:00,Delivered,24.0,40,10,
3622,896,63,277,454,454,1,,2025-03-29 10:29:00,2025-03-29 11:06:00,Delivered,37.0,60,10,
3623,301,12,178,623,623,5,,2025-09-14 22:34:00,2025-09-14 23:33:00,Delivered,59.0,0,10,
3624,1645,96,195,40,40,5,,2024-02-09 17:53:00,2024-02-09 18:26:00,Delivered,33.0,60,10,
3625,1849,118,118,515,515,5,,2025-05-29 14:09:00,2025-05-29 14:58:00,Delivered,49.0,25,10,
3626,737,46,171,724,724,3,,2025-12-24 17:02:00,2025-12-24 17:51:00,Delivered,49.0,40,10,
