order_item_id,order_id,menu_item_id,quantity,unit_price,line_total
20287,8158,1016,2,122,244
20288,8158,1017,1,112,112
20289,8159,2679,1,55,55
20290,8159,2682,1,150,150
20291,8160,2256,1,128,128
20292,8160,2254,1,97,97
20293,8160,2258,2,205,410
20294,8161,1790,2,236,472
20295,8161,1792,1,470,470
20296,8161,1779,1,347,347
20297,8162,109,2,392,784
20298,8163,2343,1,85,85
20299,8163,2346,1,413,413
20300,8164,2087,1,177,177
20301,8165,2437,2,231,462
20302,8165,2429,1,91,91
20303,8165,2426,1,110,110
20304,8165,2425,2,341,682
20305,8166,1297,1,407,407
20306,8166,1288,2,268,536
20307,8166,1295,2,191,382
20308,8167,3102,1,149,149
20309,8167,3093,2,91,182
20310,8167,3097,2,141,282
20311,8168,3004,1,520,520
20312,8169,1511,1,94,94
20313,8169,1517,2,175,350
20314,8170,2152,2,216,432
20315,8171,1778,1,206,206
20316,8171,1764,1,173,173
20317,8171,1762,1,187,187
20318,8171,1772,1,107,107
20319,8172,2419,1,102,102
20320,8172,2423,2,178,356
20321,8172,2429,1,91,91
20322,8172,2422,2,395,790
20323,8173,160,2,94,188
20324,8173,148,1,517,517
20325,8174,3082,1,136,136
20326,8174,3089,1,283,283
20327,8174,3087,1,137,137
20328,8174,3088,2,68,136
20329,8175,221,1,174,174
20330,8175,222,1,55,55
20331,8175,236,1,154,154
20332,8175,223,3,171,513
20333,8176,2714,2,192,384
20334,8176,2720,1,239,239
20335,8176,2723,2,68,136
20336,8177,925,2,386,772
20337,8178,1506,1,101,101
20338,8178,1517,1,175,175
20339,8179,1487,1,270,270
20340,8179,1483,2,162,324
20341,8179,1497,2,351,702
20342,8179,1481,1,135,135
20343,8180,1702,2,164,328
20344,8180,1712,3,171,513
20345,8180,1692,1,151,151
20346,8181,280,2,784,1568
20347,8181,265,1,352,352
20348,8182,1386,2,180,360
20349,8183,2661,1,198,198
20350,8183,2653,2,102,204
20351,8183,2647,1,145,145
20352,8183,2645,1,100,100
20353,8184,813,2,135,270
20354,8184,810,2,296,592
20355,8184,800,1,206,206
20356,8184,795,2,167,334
20357,8185,876,3,225,675
20358,8185,885,2,149,298
20359,8186,1195,2,292,584
20360,8186,1201,1,202,202
20361,8187,332,1,492,492
20362,8187,331,1,496,496
20363,8187,319,1,178,178
20364,8187,336,1,95,95
20365,8187,322,2,538,1076
20366,8188,254,1,884,884
20367,8188,243,1,194,194
20368,8189,1410,1,233,233
20369,8189,1424,2,137,274
20370,8189,1419,1,136,136
20371,8189,1422,1,131,131
20372,8190,1313,1,246,246
20373,8190,1312,2,187,374
20374,8191,2229,1,325,325
20375,8191,2233,1,118,118
20376,8191,2237,1,414,414
20377,8192,329,1,143,143
20378,8192,326,1,129,129
20379,8192,318,1,115,115
20380,8192,335,2,478,956
20381,8193,3078,1,146,146
20382,8193,3088,1,68,68
20383,8193,3085,1,443,443
20384,8194,3041,1,68,68
20385,8194,3034,3,302,906
20386,8195,1655,2,113,226
20387,8195,1672,1,56,56
20388,8195,1657,3,198,594
20389,8196,1011,1,223,223
20390,8197,428,1,308,308
20391,8197,439,1,356,356
20392,8198,2419,1,102,102
20393,8198,2429,1,91,91
20394,8198,2427,1,305,305
20395,8199,1730,1,282,282
20396,8200,2261,2,125,250
20397,8201,3134,1,288,288
20398,8201,3126,2,155,310
20399,8201,3117,2,150,300
20400,8201,3132,1,190,190
20401,8202,2223,1,191,191
20402,8202,2229,2,325,650
20403,8203,254,1,884,884
20404,8203,283,1,360,360
20405,8204,322,1,538,538
20406,8204,339,1,469,469
20407,8205,2667,1,388,388
20408,8205,2672,1,251,251
20409,8206,1797,1,222,222
20410,8206,1798,1,401,401
20411,8206,1820,1,107,107
20412,8207,6,1,62,62
20413,8207,14,1,134,134
20414,8207,8,1,160,160
20415,8207,25,1,178,178
20416,8208,2775,1,60,60
20417,8209,1937,1,410,410
20418,8209,1922,1,321,321
20419,8209,1921,2,114,228
20420,8209,1920,2,464,928
20421,8210,2243,1,179,179
20422,8210,2259,2,154,308
20423,8211,2623,1,118,118
20424,8211,2628,1,314,314
20425,8212,108,1,391,391
20426,8212,101,1,109,109
20427,8212,93,1,152,152
20428,8213,2097,1,208,208
20429,8213,2096,1,326,326
20430,8213,2098,1,315,315
20431,8214,1567,1,164,164
20432,8214,1578,2,228,456
20433,8214,1576,1,145,145
20434,8215,12,3,205,615
20435,8215,9,2,108,216
20436,8215,23,2,169,338
20437,8216,2597,1,189,189
20438,8216,2589,1,367,367
20439,8216,2594,1,135,135
20440,8217,1336,1,260,260
20441,8217,1338,3,277,831
20442,8217,1342,2,66,132
20443,8218,1957,1,176,176
20444,8218,1961,3,153,459
20445,8219,1548,1,131,131
20446,8219,1554,1,230,230
20447,8219,1547,1,117,117
20448,8219,1549,2,310,620
20449,8219,1546,1,85,85
20450,8220,149,1,186,186
20451,8220,155,1,293,293
20452,8221,2706,1,271,271
20453,8221,2727,2,94,188
20454,8221,2721,1,239,239
20455,8221,2704,1,94,94
20456,8221,2712,1,201,201
20457,8222,2243,1,179,179
20458,8222,2265,3,298,894
20459,8223,1383,3,247,741
20460,8224,1990,1,365,365
20461,8225,2227,2,120,240
20462,8225,2233,1,118,118
20463,8226,1339,1,318,318
20464,8226,1346,3,393,1179
20465,8226,1335,2,406,812
20466,8226,1330,1,117,117
20467,8227,832,2,242,484
20468,8227,815,2,310,620
20469,8227,817,2,289,578
20470,8228,525,2,113,226
20471,8228,518,1,434,434
20472,8228,533,1,207,207
20473,8229,2590,1,235,235
20474,8230,2313,1,105,105
20475,8230,2324,1,273,273
20476,8230,2315,1,162,162
20477,8230,2318,1,139,139
20478,8230,2323,2,130,260
20479,8231,1301,1,391,391
20480,8231,1288,1,268,268
20481,8231,1302,1,260,260
20482,8231,1300,1,375,375
20483,8232,1889,1,170,170
20484,8232,1893,2,500,1000
20485,8233,2565,1,122,122
20486,8234,2621,3,101,303
20487,8234,2625,3,179,537
20488,8235,3076,1,347,347
20489,8235,3077,1,96,96
20490,8235,3081,1,118,118
20491,8236,2837,1,197,197
20492,8236,2852,1,207,207
20493,8237,404,1,356,356
20494,8238,2620,1,188,188
20495,8238,2640,1,252,252
20496,8238,2624,1,70,70
20497,8238,2633,2,318,636
20498,8238,2622,2,253,506
20499,8239,1130,1,174,174
20500,8239,1140,1,266,266
20501,8239,1139,1,269,269
20502,8240,985,2,698,1396
20503,8240,973,2,298,596
20504,8240,972,1,323,323
20505,8241,1171,2,184,368
20506,8241,1183,1,227,227
20507,8241,1184,2,318,636
20508,8241,1173,1,160,160
20509,8242,2902,1,167,167
20510,8242,2908,1,404,404
20511,8242,2912,1,146,146
20512,8242,2897,2,170,340
20513,8242,2916,1,383,383
20514,8243,1838,1,274,274
20515,8243,1851,1,147,147
20516,8243,1842,3,133,399
20517,8243,1833,2,275,550
20518,8244,2755,1,306,306
20519,8245,128,2,100,200
20520,8245,126,1,60,60
20521,8246,2909,2,330,660
20522,8246,2902,1,167,167
20523,8247,2151,1,289,289
20524,8247,2144,1,318,318
20525,8247,2133,1,325,325
20526,8248,374,1,278,278
20527,8248,382,2,169,338
20528,8249,323,3,399,1197
20529,8250,1392,2,213,426
20530,8250,1390,1,202,202
20531,8251,1825,2,123,246
20532,8252,2610,2,324,648
20533,8252,2592,1,145,145
20534,8252,2616,1,306,306
20535,8253,933,2,250,500
20536,8253,923,1,318,318
20537,8254,760,2,404,808
20538,8254,764,1,345,345
20539,8255,2233,1,118,118
20540,8256,875,3,174,522
20541,8256,877,1,240,240
20542,8257,2232,1,327,327
20543,8258,491,1,125,125
20544,8258,502,1,258,258
20545,8258,516,1,435,435
20546,8259,2347,1,73,73
20547,8259,2330,2,324,648
20548,8259,2345,2,278,556
20549,8259,2334,2,371,742
20550,8260,2109,2,264,528
20551,8261,1903,1,214,214
20552,8262,1591,1,181,181
20553,8262,1586,1,295,295
20554,8263,658,1,251,251
20555,8264,2088,1,246,246
20556,8264,2097,1,208,208
20557,8264,2095,1,251,251
20558,8264,2087,2,177,354
20559,8264,2082,1,157,157
20560,8265,2678,2,63,126
20561,8265,2683,1,179,179
20562,8265,2668,1,370,370
20563,8266,2169,1,218,218
20564,8266,2163,2,455,910
20565,8267,1792,1,470,470
20566,8267,1795,1,128,128
20567,8268,2590,2,235,470
20568,8268,2604,1,301,301
20569,8268,2587,2,158,316
20570,8269,3129,2,197,394
20571,8269,3134,1,288,288
20572,8270,1474,1,363,363
20573,8270,1462,2,121,242
20574,8270,1477,1,445,445
20575,8271,2396,1,253,253
20576,8271,2368,1,328,328
20577,8271,2375,1,296,296
20578,8272,2562,1,180,180
20579,8272,2564,1,167,167
20580,8273,1443,1,136,136
20581,8274,1289,2,184,368
20582,8274,1302,1,260,260
20583,8274,1287,1,281,281
20584,8274,1290,2,326,652
20585,8275,662,1,171,171
20586,8275,669,2,211,422
20587,8276,1172,3,213,639
20588,8277,1021,1,149,149
20589,8277,1012,1,141,141
20590,8278,1338,3,277,831
20591,8279,849,1,204,204
20592,8279,842,1,117,117
20593,8279,840,1,257,257
20594,8279,851,2,146,292
20595,8280,1378,1,156,156
20596,8280,1401,3,122,366
20597,8281,2461,2,113,226
20598,8281,2444,2,142,284
20599,8281,2449,1,436,436
20600,8282,62,1,432,432
20601,8283,1592,2,236,472
20602,8283,1597,2,317,634
20603,8284,1973,1,338,338
20604,8284,1982,2,213,426
20605,8285,2188,2,374,748
20606,8286,797,2,143,286
20607,8286,807,1,206,206
20608,8287,2147,1,254,254
20609,8287,2141,1,240,240
20610,8287,2144,1,318,318
20611,8287,2150,1,285,285
20612,8287,2143,1,292,292
20613,8288,6,1,62,62
20614,8288,11,2,167,334
20615,8288,24,2,214,428
20616,8289,620,1,218,218
20617,8289,631,1,106,106
20618,8289,626,1,157,157
20619,8289,613,2,159,318
20620,8290,3077,1,96,96
20621,8290,3078,2,146,292
20622,8290,3085,1,443,443
20623,8290,3083,1,445,445
20624,8291,1235,1,324,324
20625,8291,1237,2,122,244
20626,8292,1338,1,277,277
20627,8292,1327,1,223,223
20628,8292,1339,1,318,318
20629,8292,1345,3,223,669
20630,8293,169,2,292,584
20631,8293,167,1,129,129
20632,8294,1641,1,199,199
20633,8294,1632,1,240,240
20634,8295,2433,2,469,938
20635,8295,2420,1,197,197
20636,8296,304,1,133,133
20637,8296,315,1,54,54
20638,8297,1576,1,145,145
20639,8297,1573,1,155,155
20640,8297,1577,1,234,234
20641,8297,1568,1,201,201
20642,8298,2589,2,367,734
20643,8298,2598,1,316,316
20644,8298,2618,1,275,275
20645,8299,2947,2,115,230
20646,8300,1790,1,236,236
20647,8300,1792,1,470,470
20648,8300,1789,1,161,161
20649,8301,750,1,417,417
20650,8301,762,2,87,174
20651,8301,753,1,380,380
20652,8301,747,3,50,150
20653,8301,770,1,224,224
20654,8302,423,2,490,980
20655,8302,425,1,192,192
20656,8303,1194,1,203,203
20657,8303,1196,1,144,144
20658,8304,654,2,137,274
20659,8304,650,1,183,183
20660,8304,646,2,345,690
20661,8305,182,1,211,211
20662,8305,196,1,367,367
20663,8305,202,1,277,277
20664,8305,192,1,392,392
20665,8306,2973,2,255,510
20666,8306,2980,1,228,228
20667,8307,749,2,114,228
20668,8308,1691,2,178,356
20669,8308,1684,2,89,178
20670,8309,1894,2,455,910
20671,8309,1890,2,207,414
20672,8309,1891,1,308,308
20673,8310,3125,1,199,199
20674,8310,3129,2,197,394
20675,8310,3135,3,212,636
20676,8311,159,1,502,502
20677,8311,144,2,152,304
20678,8311,151,2,92,184
20679,8311,148,2,517,1034
20680,8312,174,1,240,240
20681,8312,171,1,203,203
20682,8313,1789,1,161,161
20683,8313,1779,2,347,694
20684,8313,1781,2,75,150
20685,8313,1783,1,160,160
20686,8314,170,1,161,161
20687,8314,168,1,116,116
20688,8315,3082,2,136,272
20689,8315,3085,1,443,443
20690,8316,133,1,273,273
20691,8316,121,3,241,723
20692,8317,1125,2,243,486
20693,8317,1136,2,434,868
20694,8318,797,2,143,286
20695,8318,806,1,250,250
20696,8318,813,1,135,135
20697,8318,798,2,194,388
20698,8318,812,1,204,204
20699,8319,2102,2,335,670
20700,8319,2092,2,162,324
20701,8319,2098,1,315,315
20702,8320,2035,1,111,111
20703,8320,2015,2,202,404
20704,8321,1134,1,352,352
20705,8321,1139,1,269,269
20706,8322,2349,1,535,535
20707,8323,318,1,115,115
20708,8323,339,1,469,469
20709,8323,336,1,95,95
20710,8324,2878,1,475,475
20711,8324,2869,2,474,948
20712,8324,2874,1,152,152
20713,8325,2796,2,129,258
20714,8325,2806,2,306,612
20715,8326,90,1,61,61
20716,8326,110,1,211,211
20717,8327,1337,1,230,230
20718,8327,1331,1,248,248
20719,8327,1324,1,306,306
20720,8328,2041,1,152,152
20721,8329,93,1,152,152
20722,8329,97,1,212,212
20723,8329,102,2,262,524
20724,8330,1391,1,188,188
20725,8330,1383,1,247,247
20726,8330,1384,2,380,760
20727,8330,1389,2,223,446
20728,8331,1947,1,147,147
20729,8331,1945,3,170,510
20730,8331,1948,1,137,137
20731,8332,1083,1,93,93
20732,8332,1113,3,128,384
20733,8332,1102,1,346,346
20734,8333,1187,3,157,471
20735,8334,3086,2,373,746
20736,8334,3072,2,400,800
20737,8334,3089,3,283,849
20738,8334,3069,1,102,102
20739,8334,3079,1,272,272
20740,8335,2747,1,197,197
20741,8335,2741,1,263,263
20742,8335,2744,1,263,263
20743,8336,779,1,251,251
20744,8336,773,2,196,392
20745,8336,780,2,321,642
20746,8336,782,1,169,169
20747,8337,501,1,244,244
20748,8337,505,1,327,327
20749,8337,510,1,133,133
20750,8337,491,1,125,125
20751,8337,513,1,231,231
20752,8338,1147,1,61,61
20753,8339,1616,2,210,420
20754,8339,1613,3,116,348
20755,8340,2602,1,93,93
20756,8340,2595,2,433,866
20757,8341,2065,3,203,609
20758,8341,2078,2,254,508
20759,8342,3138,1,93,93
20760,8342,3136,2,199,398
20761,8342,3126,1,155,155
20762,8343,2629,2,165,330
20763,8344,1289,1,184,184
20764,8344,1302,1,260,260
20765,8345,2225,1,136,136
20766,8345,2233,1,118,118
20767,8346,2212,1,206,206
20768,8346,2209,1,169,169
20769,8346,2205,2,247,494
20770,8347,1148,1,234,234
20771,8347,1160,1,335,335
20772,8348,153,2,133,266
20773,8348,148,1,517,517
20774,8349,846,1,183,183
20775,8349,847,1,154,154
20776,8349,843,1,196,196
20777,8349,857,2,119,238
20778,8349,844,1,272,272
20779,8350,2612,2,407,814
20780,8351,359,1,281,281
20781,8351,340,1,257,257
20782,8351,346,1,157,157
20783,8352,524,3,80,240
20784,8352,532,1,402,402
20785,8352,518,1,434,434
20786,8352,521,2,322,644
20787,8353,1212,1,189,189
20788,8353,1221,2,295,590
20789,8354,2339,3,277,831
20790,8354,2333,1,229,229
20791,8355,794,1,312,312
20792,8355,805,2,200,400
20793,8355,806,1,250,250
20794,8356,2593,1,319,319
20795,8357,3081,1,118,118
20796,8357,3084,2,272,544
20797,8358,3113,1,229,229
20798,8358,3094,2,265,530
20799,8359,2276,1,168,168
20800,8359,2284,1,134,134
20801,8359,2281,2,384,768
20802,8359,2287,1,147,147
20803,8359,2268,1,98,98
20804,8360,299,1,147,147
20805,8360,306,1,175,175
20806,8360,313,1,178,178
20807,8361,762,1,87,87
20808,8361,746,3,108,324
20809,8362,2957,1,367,367
20810,8362,2960,1,291,291
20811,8363,2622,3,253,759
20812,8363,2634,1,267,267
20813,8363,2630,1,181,181
20814,8363,2624,1,70,70
20815,8363,2620,3,188,564
20816,8364,2204,1,258,258
20817,8364,2199,1,210,210
20818,8365,1427,2,177,354
20819,8365,1408,2,59,118
20820,8365,1422,1,131,131
20821,8366,2431,1,128,128
20822,8366,2427,1,305,305
20823,8367,2562,1,180,180
20824,8367,2567,1,218,218
20825,8368,335,1,478,478
20826,8368,337,2,472,944
20827,8368,330,1,386,386
20828,8369,2715,2,133,266
20829,8370,1178,1,142,142
20830,8370,1174,1,230,230
20831,8371,2521,1,219,219
20832,8371,2528,2,207,414
20833,8372,1755,1,265,265
20834,8372,1751,1,458,458
20835,8373,1296,1,119,119
20836,8373,1295,1,191,191
20837,8374,3087,1,137,137
20838,8374,3075,1,408,408
20839,8375,2565,2,122,244
20840,8376,2621,2,101,202
20841,8376,2624,1,70,70
20842,8377,1025,1,144,144
20843,8377,1014,3,344,1032
20844,8378,1024,2,290,580
20845,8378,1018,1,237,237
20846,8378,1013,3,142,426
20847,8378,1011,1,223,223
20848,8379,2586,2,114,228
20849,8379,2566,3,335,1005
20850,8379,2579,1,301,301
20851,8379,2563,2,252,504
20852,8380,2025,2,156,312
20853,8380,2033,3,171,513
20854,8381,1490,2,294,588
20855,8381,1495,1,264,264
20856,8382,2637,1,127,127
20857,8382,2634,1,267,267
20858,8382,2622,1,253,253
20859,8383,524,1,80,80
20860,8383,522,1,116,116
20861,8384,264,1,300,300
20862,8385,1146,1,322,322
20863,8385,1156,1,179,179
20864,8386,1903,2,214,428
20865,8386,1897,2,407,814
20866,8386,1898,1,172,172
20867,8386,1904,1,332,332
20868,8387,287,1,885,885
20869,8387,271,2,879,1758
20870,8388,1898,1,172,172
20871,8388,1885,2,309,618
20872,8388,1886,1,205,205
20873,8388,1884,3,494,1482
20874,8389,2150,1,285,285
20875,8390,1639,2,121,242
20876,8390,1620,1,162,162
20877,8390,1626,2,73,146
20878,8391,329,1,143,143
20879,8391,330,1,386,386
20880,8391,320,1,228,228
20881,8391,337,1,472,472
20882,8392,455,1,529,529
20883,8392,457,1,451,451
20884,8392,443,1,935,935
20885,8393,2644,1,135,135
20886,8393,2651,2,153,306
20887,8394,2062,1,316,316
20888,8394,2067,1,360,360
20889,8394,2075,2,185,370
20890,8395,2948,1,114,114
20891,8395,2951,2,450,900
20892,8396,1173,1,160,160
20893,8396,1174,1,230,230
20894,8396,1178,1,142,142
20895,8397,2615,1,83,83
20896,8397,2603,2,204,408
20897,8397,2587,1,158,158
20898,8398,2097,1,208,208
20899,8399,1351,2,254,508
20900,8400,326,1,129,129
20901,8400,334,1,99,99
20902,8400,328,1,344,344
20903,8400,323,1,399,399
20904,8400,318,1,115,115
20905,8401,1552,1,194,194
20906,8401,1546,1,85,85
20907,8401,1539,2,225,450
20908,8401,1537,1,223,223
20909,8402,2172,2,231,462
20910,8403,2158,1,530,530
20911,8404,1942,2,181,362
20912,8405,2875,1,205,205
20913,8405,2879,2,186,372
20914,8405,2878,2,475,950
20915,8406,2690,3,410,1230
20916,8406,2677,1,110,110
20917,8407,704,1,250,250
20918,8407,700,1,231,231
20919,8408,635,2,271,542
20920,8408,656,1,415,415
20921,8408,655,2,194,388
20922,8408,647,2,134,268
20923,8408,654,2,137,274
20924,8409,588,2,647,1294
20925,8410,332,1,492,492
20926,8411,1673,2,267,534
20927,8411,1681,1,146,146
20928,8411,1690,1,219,219
20929,8412,1203,2,358,716
20930,8412,1193,1,177,177
20931,8413,1303,1,112,112
20932,8413,1294,1,102,102
20933,8414,1325,1,207,207
20934,8414,1338,1,277,277
20935,8415,620,1,218,218
20936,8415,625,1,235,235
20937,8415,631,2,106,212
20938,8415,629,1,151,151
20939,8416,1296,2,119,238
20940,8417,1182,1,248,248
20941,8417,1185,1,193,193
20942,8417,1168,1,200,200
20943,8418,2636,2,294,588
20944,8418,2619,1,207,207
20945,8418,2624,1,70,70
20946,8419,920,2,116,232
20947,8420,30,1,220,220
20948,8420,31,2,148,296
20949,8420,37,1,286,286
20950,8421,173,1,185,185
20951,8422,645,1,303,303
20952,8422,651,2,144,288
20953,8422,639,1,203,203
20954,8422,650,1,183,183
20955,8423,1176,1,237,237
20956,8423,1168,1,200,200
20957,8424,2739,1,129,129
20958,8424,2734,2,173,346
20959,8425,225,2,186,372
20960,8425,223,1,171,171
20961,8426,1176,1,237,237
20962,8426,1183,2,227,454
20963,8426,1173,2,160,320
20964,8426,1172,1,213,213
20965,8427,2025,1,156,156
20966,8427,2030,2,283,566
20967,8427,2018,1,136,136
20968,8428,2690,1,410,410
20969,8428,2670,1,222,222
20970,8429,3081,3,118,354
20971,8429,3069,2,102,204
20972,8429,3084,1,272,272
20973,8429,3078,1,146,146
20974,8429,3087,1,137,137
20975,8430,879,2,131,262
20976,8430,885,2,149,298
20977,8431,28,1,52,52
20978,8431,34,1,193,193
20979,8431,37,2,286,572
20980,8432,148,1,517,517
20981,8433,2960,2,291,582
20982,8433,2957,1,367,367
20983,8433,2946,1,421,421
20984,8433,2949,1,129,129
20985,8434,2232,1,327,327
20986,8434,2229,1,325,325
20987,8434,2221,1,186,186
20988,8434,2220,1,170,170
20989,8435,241,2,304,608
20990,8436,1241,1,495,495
20991,8436,1235,2,324,648
20992,8437,22,1,173,173
20993,8437,4,1,118,118
20994,8437,6,1,62,62
20995,8437,10,1,135,135
20996,8438,2631,1,140,140
20997,8438,2637,1,127,127
20998,8438,2623,1,118,118
20999,8439,318,1,115,115
21000,8440,619,1,199,199
21001,8440,622,1,161,161
21002,8440,623,1,157,157
21003,8441,1334,2,244,488
21004,8442,3098,2,83,166
21005,8442,3115,2,121,242
21006,8443,3076,1,347,347
21007,8444,384,1,199,199
21008,8444,403,2,281,562
21009,8444,382,1,169,169
21010,8445,998,1,475,475
21011,8445,991,1,518,518
21012,8445,973,1,298,298
21013,8445,977,1,627,627
21014,8446,2537,2,249,498
21015,8446,2512,2,156,312
21016,8446,2530,1,332,332
21017,8446,2534,2,141,282
21018,8446,2513,1,253,253
21019,8447,1324,3,306,918
21020,8447,1335,1,406,406
21021,8448,844,1,272,272
21022,8449,528,1,187,187
21023,8449,518,1,434,434
21024,8449,532,3,402,1206
21025,8450,328,3,344,1032
21026,8450,338,1,255,255
21027,8451,2323,1,130,130
21028,8451,2312,3,234,702
21029,8451,2311,1,169,169
21030,8452,205,1,368,368
21031,8452,198,1,409,409
21032,8452,191,1,345,345
21033,8453,2628,1,314,314
21034,8453,2632,1,105,105
21035,8454,2698,2,107,214
21036,8454,2665,1,316,316
21037,8455,51,2,588,1176
21038,8455,62,1,432,432
21039,8455,56,1,482,482
21040,8455,78,1,584,584
21041,8456,1242,1,234,234
21042,8456,1241,2,495,990
21043,8456,1230,2,300,600
21044,8457,2581,1,217,217
21045,8458,655,2,194,388
21046,8459,2570,1,410,410
21047,8459,2586,2,114,228
21048,8460,2557,1,355,355
21049,8460,2561,1,282,282
21050,8460,2540,1,253,253
21051,8461,289,1,145,145
21052,8461,314,1,234,234
21053,8462,2224,1,164,164
21054,8462,2228,1,229,229
21055,8462,2229,2,325,650
21056,8462,2219,1,314,314
21057,8463,2070,2,209,418
21058,8463,2062,1,316,316
21059,8464,1592,2,236,472
21060,8464,1595,1,200,200
21061,8465,1283,2,130,260
21062,8465,1257,2,155,310
21063,8466,2586,1,114,114
21064,8467,1170,3,260,780
21065,8468,1755,2,265,530
21066,8468,1759,1,153,153
21067,8468,1754,1,379,379
21068,8468,1769,2,357,714
21069,8468,1764,1,173,173
21070,8469,1285,2,104,208
21071,8469,1290,1,326,326
21072,8470,971,1,385,385
21073,8470,995,1,263,263
21074,8470,979,2,718,1436
21075,8471,523,2,113,226
21076,8471,531,1,390,390
21077,8471,527,1,144,144
21078,8472,2731,1,263,263
21079,8472,2735,3,181,543
21080,8472,2734,3,173,519
21081,8473,176,1,279,279
21082,8473,173,1,185,185
21083,8473,166,2,204,408
21084,8473,168,1,116,116
21085,8473,177,1,239,239
21086,8474,1597,2,317,634
21087,8474,1596,1,156,156
21088,8474,1587,2,122,244
21089,8474,1589,1,168,168
21090,8474,1580,2,143,286
21091,8475,2559,1,173,173
21092,8476,2743,1,253,253
21093,8477,1619,1,142,142
21094,8478,151,1,92,92
21095,8478,157,1,261,261
21096,8478,150,1,124,124
21097,8479,536,1,219,219
21098,8479,526,1,109,109
21099,8479,521,2,322,644
21100,8479,532,1,402,402
21101,8480,3136,1,199,199
21102,8480,3122,1,273,273
21103,8481,3006,1,875,875
21104,8481,3031,1,754,754
21105,8481,3022,2,780,1560
21106,8481,2995,1,450,450
21107,8481,3028,2,288,576
21108,8482,253,1,535,535
21109,8483,110,1,211,211
21110,8483,91,1,522,522
21111,8483,109,1,392,392
21112,8484,2610,1,324,324
21113,8485,689,1,98,98
21114,8485,691,1,212,212
21115,8486,2951,2,450,900
21116,8486,2961,1,118,118
21117,8486,2960,1,291,291
21118,8486,2954,1,524,524
21119,8487,2526,1,149,149
21120,8487,2519,1,122,122
21121,8488,1428,2,246,492
21122,8488,1427,2,177,354
21123,8488,1425,2,93,186
21124,8489,679,1,255,255
21125,8489,669,2,211,422
21126,8490,1184,2,318,636
21127,8490,1185,2,193,386
21128,8491,2506,1,901,901
21129,8491,2464,1,277,277
21130,8492,507,1,231,231
21131,8493,770,1,224,224
21132,8493,756,1,99,99
21133,8493,769,1,376,376
21134,8494,2287,1,147,147
21135,8494,2286,1,208,208
21136,8494,2282,2,196,392
21137,8495,824,1,126,126
21138,8496,813,1,135,135
21139,8497,43,1,159,159
21140,8497,38,2,51,102
21141,8497,29,1,105,105
21142,8498,2610,1,324,324
21143,8498,2599,1,67,67
21144,8499,2297,1,306,306
21145,8499,2302,1,193,193
21146,8499,2306,1,159,159
21147,8500,3043,1,130,130
21148,8500,3041,1,68,68
21149,8501,972,2,323,646
21150,8501,999,1,130,130
21151,8501,985,1,698,698
21152,8501,968,3,439,1317
21153,8502,1829,2,121,242
21154,8503,1711,1,192,192
21155,8503,1708,3,251,753
21156,8504,3108,2,159,318
21157,8504,3103,1,253,253
21158,8504,3101,1,80,80
21159,8504,3106,1,224,224
21160,8505,2850,2,175,350
21161,8505,2852,1,207,207
21162,8506,587,1,906,906
21163,8506,558,1,125,125
21164,8506,559,1,554,554
21165,8507,1312,1,187,187
21166,8507,1314,1,174,174
21167,8508,214,1,116,116
21168,8508,216,1,122,122
21169,8509,2916,1,383,383
21170,8509,2906,1,243,243
21171,8510,3041,1,68,68
21172,8510,3038,1,337,337
21173,8510,3054,1,207,207
21174,8510,3066,3,376,1128
21175,8511,2852,1,207,207
21176,8511,2840,1,124,124
21177,8511,2856,1,200,200
21178,8512,178,1,255,255
21179,8512,169,1,292,292
21180,8512,172,1,211,211
21181,8513,1669,1,181,181
21182,8513,1661,1,267,267
21183,8513,1670,1,276,276
21184,8513,1652,2,152,304
21185,8514,1821,2,150,300
21186,8514,1815,1,378,378
21187,8514,1801,1,259,259
21188,8514,1817,1,426,426
21189,8515,2518,1,179,179
21190,8515,2527,1,199,199
21191,8515,2524,1,208,208
21192,8515,2532,2,301,602
21193,8516,140,3,203,609
21194,8516,146,1,102,102
21195,8517,2853,2,201,402
21196,8517,2842,1,257,257
21197,8517,2839,1,291,291
21198,8518,705,1,95,95
21199,8519,1490,1,294,294
21200,8519,1489,1,379,379
21201,8520,1288,1,268,268
21202,8520,1285,2,104,208
21203,8521,145,1,428,428
21204,8521,154,1,102,102
21205,8522,3072,1,400,400
21206,8522,3071,2,311,622
21207,8522,3086,2,373,746
21208,8523,2348,1,284,284
21209,8523,2337,1,528,528
21210,8523,2338,1,233,233
21211,8524,3,2,310,620
21212,8524,8,1,160,160
21213,8524,14,2,134,268
21214,8524,24,2,214,428
21215,8525,1374,1,274,274
21216,8525,1363,1,112,112
21217,8525,1368,1,167,167
21218,8525,1358,1,241,241
21219,8526,1245,1,222,222
21220,8527,2141,1,240,240
21221,8527,2137,1,295,295
21222,8527,2149,1,378,378
21223,8528,1407,1,242,242
21224,8528,1388,1,214,214
21225,8528,1378,2,156,312
21226,8528,1396,1,402,402
21227,8528,1406,2,262,524
21228,8529,616,1,213,213
21229,8529,623,1,157,157
21230,8529,626,1,157,157
21231,8529,620,1,218,218
21232,8530,2237,1,414,414
21233,8530,2234,2,75,150
21234,8530,2230,1,123,123
21235,8530,2225,1,136,136
21236,8530,2221,1,186,186
